product_id,key,value
category_3_product_48,warranty,1 year from the date of purchase
category_3_product_48,net content,1 unit wireless neckband 1 unit type c cable 1 unit user manual 1 unit warranty card 1 unit catalogue 1 unit faq card
category_3_product_48,working time,up to 25 hours
category_3_product_48,driver size,13 mm
category_3_product_48,ip rating,ip 4
category_3_product_48,bluetooth version,v 52
category_3_product_48,net quantity,1 unit
category_3_product_48,country of origin,china
category_3_product_48,marketed by,imagine marketing limited
category_3_product_48,address,unit no 204205 dwing ewing corporate avenue andheri ghatkopar link road andheri east mumbai400093
category_3_product_48,for consumer complaints,02269181920 infoimaginemarketingindiacom imagine marketing limited address unit no 204205 dwing ewing corporate avenue andheri ghatkopar link road andheri east mumbai400093
category_3_product_49,brand,boat
category_3_product_49,category generic name of commodity,wireless bluetooth earbuds
category_3_product_49,product description name,airdopes 161
category_3_product_49,ip rating,ip 5
category_3_product_49,ma imum retail price,2490
category_3_product_49,warranty,1 year from the date of purchase
category_3_product_49,net content,airdopes 161 1 unit typec 1 unit user manual 1 unit warranty card
category_3_product_49,working time,55 hours per charge up to 11 hrs additional with case
category_3_product_49,driver size,13 mm
category_3_product_49,beast mode,yes
category_3_product_49,bluetooth version,51
category_3_product_49,net quantity,1 unit
category_3_product_49,country of origin,china
category_3_product_49,marketed by,imagine marketing limited
category_3_product_49,address,unit no 204205 dwing ewing corporate avenue andheri ghatkopar link road andheri east mumbai400093
category_3_product_49,for consumer complaints,02269181920 infoimaginemarketingindiacom imagine marketing limited address unit no 204205 dwing ewing corporate avenue andheri ghatkopar link road andheri east mumbai400093
category_3_product_50,bluetooth version,v 52
category_3_product_50,ip rating,ip 5
category_3_product_50,music playtime,up to 25 hours
category_3_product_50,talk,up to 20 hours
category_3_product_50,beast mode,yes
category_3_product_50,charging time,about 1 hour
category_3_product_50,operating range,10 mm
category_3_product_50,driver size,10 mm2
category_3_product_50,frequency,20 hz20 khz
category_3_product_50,battery,180 mah
category_3_product_50,compatibility,all bluetooth devices
category_3_product_50,charging interface,type c
category_3_product_50,country of origin,china
